sku,name,type,price,description,order_id
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,a07980af-44c4-4b57-97f3-c78739279e16
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",0ad9be6b-d879-4bd6-b9de-519c0099b4c3
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",5f84a956-2136-4bd8-8ac7-a2500e3c38f5
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,b171e843-80f9-489f-8869-72c0c816d3eb
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,b171e843-80f9-489f-8869-72c0c816d3eb
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,1e9f47f1-f74e-4805-b8eb-75349830acb6
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,1e9f47f1-f74e-4805-b8eb-75349830acb6
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",cc1bbb66-5b29-4145-bdcf-9e2ddc78a26d
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,cc1bbb66-5b29-4145-bdcf-9e2ddc78a26d
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,c8c88791-18a3-486d-a953-6fbf4c69bdda
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,4281b8df-7069-455f-92c2-ebd960fc964f
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,cfe8af03-ef27-4a52-b102-1eb3273a0138
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,cfe8af03-ef27-4a52-b102-1eb3273a0138
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,d6af8bd8-354a-4364-b014-1613f93bc864
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",8eb588eb-0d58-4ce6-9151-fcdc09b5f390
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,8eb588eb-0d58-4ce6-9151-fcdc09b5f390
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,0f46b62e-9edb-4a1c-94ae-ad19bb27a4f1
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,8c128510-2d56-4f7f-8696-e40334cd9d53
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,a595aeec-7162-499f-9a9d-78ddca275ce8
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,819090e3-ac1b-478c-b015-f9607bc8bff8
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,08abc5fc-6ae1-41c2-91a9-8bde24393ab2
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,dd3c22f5-3d9c-4f1a-9f32-a8833c3e21b9
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,b098581a-da17-44e7-80e7-d6ed7c7219c9
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,55607638-5112-4ef5-b739-5068d7140965
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,6763aafb-0e0b-4e92-9ba1-bda732dd3de5
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,5d8365c2-5d7d-4c1b-8b6b-376979cbdbda
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,5d8365c2-5d7d-4c1b-8b6b-376979cbdbda
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",e6fbc32a-3d64-444e-a9bc-814d93d915ea
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,e6fbc32a-3d64-444e-a9bc-814d93d915ea
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,e5791fa2-3267-4127-975f-1a822a4d47e0
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,fe58247e-c0ad-4ac0-b38f-c1eb6371ad39
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",fe58247e-c0ad-4ac0-b38f-c1eb6371ad39
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,e588f715-4ebb-4825-96b0-9a930d39c6f3
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,e588f715-4ebb-4825-96b0-9a930d39c6f3
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,07fd31bc-a7d4-4e8d-8531-a83690c4fcdf
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,07fd31bc-a7d4-4e8d-8531-a83690c4fcdf
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,8f46186e-e390-4a78-9b0b-916e3eb8c35d
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,246467d3-0c8e-4616-8f73-eb9f6eb26ae5
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,246467d3-0c8e-4616-8f73-eb9f6eb26ae5
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,092a37d3-a4c3-4bfa-ad1b-7969ad4c432d
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,121aca93-6dfd-4ef9-a0c4-cff117f1fe94
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",3821d1ec-fd0d-49a3-9cca-5fa88a2c122b
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",a007cfac-40a4-485a-9c70-81ff46be96fa
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,a007cfac-40a4-485a-9c70-81ff46be96fa
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",98b44c50-97f9-44ad-8edc-79541565b7a1
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,60c658bd-9958-45c6-81d8-34f632c823b2
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",f022351e-3d8b-40cf-8b3c-bdd9dec96699
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",34a906fd-7e19-41dc-8d87-068f18ce299a
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",34a906fd-7e19-41dc-8d87-068f18ce299a
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,3f9bda5b-a076-4507-b301-3e39ec76d365
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,3f9bda5b-a076-4507-b301-3e39ec76d365
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,c762c4d9-f2a4-456b-8e8b-5faafb91d4b4
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,7441eeff-cad1-46ca-8200-7d698eaa8829
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,7441eeff-cad1-46ca-8200-7d698eaa8829
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,140e8420-259c-4aae-aed4-71cae3cabb2e
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",41895c7f-d297-4af0-82a0-560a9e2908d0
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",52dfd7a2-e084-483d-8228-0cdde38e326e
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,52dfd7a2-e084-483d-8228-0cdde38e326e
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,69063141-9b41-406b-a3be-c4dd277b6d75
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",69063141-9b41-406b-a3be-c4dd277b6d75
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,69063141-9b41-406b-a3be-c4dd277b6d75
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,b753e7ef-9433-47d0-9dbf-795216f29b2e
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",b753e7ef-9433-47d0-9dbf-795216f29b2e
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,b753e7ef-9433-47d0-9dbf-795216f29b2e
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,5b5f0925-e2c9-4bd5-8a8f-950150af0aaa
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,e9858745-2f34-47a9-b2ac-9a9a86a46757
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,ab4db4fd-89e6-421f-afdc-0cc4ac0f7654
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",ab4db4fd-89e6-421f-afdc-0cc4ac0f7654
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",fc19e52d-d63a-4352-93bc-4e524805cbbf
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,b0699e81-438b-4358-aa0e-c454e6fc3d8b
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,b0699e81-438b-4358-aa0e-c454e6fc3d8b
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,df9f7a67-37f5-485c-aa51-0a528ed8aa0a
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,f021e363-f53f-47d8-bff0-6c9e393fb00e
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,f021e363-f53f-47d8-bff0-6c9e393fb00e
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,0e261f9d-fe27-4715-ae29-edc3dc5c2760
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,0e261f9d-fe27-4715-ae29-edc3dc5c2760
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,e8f6080a-5c39-41e8-a3d9-e33feceaa0e9
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,e8f6080a-5c39-41e8-a3d9-e33feceaa0e9
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,272f0fea-8967-4476-93df-a630db9d48ef
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",1c84c75a-83b9-41b8-81a9-c5a7526c2def
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,969642f0-03a5-49f9-be93-527ef5a38faf
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,363b0466-3e91-4704-88da-f6376d2d114e
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,65ce2a30-2bbc-4ec2-a3a4-d3540ce5a696
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",3dda5e40-12df-4bf9-a298-c5f8eb940b11
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,3edd9cd2-d582-4c84-ae7d-f7dff43e0fdf
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,3edd9cd2-d582-4c84-ae7d-f7dff43e0fdf
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,b780363c-8658-461c-9f1c-d663540ec717
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",5dd4efc3-ab55-4989-a693-9e0d5abc6d94
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,5dd4efc3-ab55-4989-a693-9e0d5abc6d94
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",2562d2f9-9b8f-4b98-875b-4f09f94e309c
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,2562d2f9-9b8f-4b98-875b-4f09f94e309c
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",3ae36083-89db-4492-adff-8282bc51647d
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",c3b35fe0-e8f9-4766-b7e9-cbc55bbed235
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,3df6cb78-0ed8-4133-a6eb-a20da7ac5523
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,4325ba9c-c144-42e4-a6ed-2392961220f8
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,97787d40-31c7-4400-9232-2c5eb05b05a5
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",97787d40-31c7-4400-9232-2c5eb05b05a5
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,8622dadf-b28b-4d18-b665-d44be34ee74e
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,d4b99f1b-c606-4002-8908-1159d083a468
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,d60f7ed1-a5ce-45d1-a25e-88c6e5504037
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",b5322c16-5b7d-4bc5-9438-bb1bab3b1e2d
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,0f7822de-fd54-4aac-a17e-f559ac5d7097
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,86f71858-02d4-4bb5-b222-afbac4538f18
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",86f71858-02d4-4bb5-b222-afbac4538f18
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,d3886d39-bc01-48d3-b65a-fcbbeccd6138
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,0940c3d3-e886-461b-ac00-816f3601690c
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,a28ae85a-abc9-4dc8-9325-bb29b2b1e77f
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,e179a3d7-6412-4a9f-a99a-180d454e1f8b
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",e179a3d7-6412-4a9f-a99a-180d454e1f8b
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,75228c8f-a916-46ed-8722-484287efa7e6
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,e10a8ee7-409c-4a6a-828b-b772c738efcb
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,e10a8ee7-409c-4a6a-828b-b772c738efcb
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",e10a8ee7-409c-4a6a-828b-b772c738efcb
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,e10a8ee7-409c-4a6a-828b-b772c738efcb
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",333a89b7-1f8e-4208-9403-7df8acc9e090
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,1ecf4dfb-35dd-4b41-b7e1-5201b31e9097
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",5c8488d4-a27e-411f-8176-1853fc32e7aa
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,5de129b0-ac3b-4e87-8d94-c7c12816dbbc
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,7d30689f-4522-4726-b755-6e5e17492762
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,7d30689f-4522-4726-b755-6e5e17492762
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",bc9b3b23-51bc-4b75-a11b-0ab08604e444
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",bc9b3b23-51bc-4b75-a11b-0ab08604e444
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",f9dbf343-f205-4aab-b2bb-27d0586ca0a3
JAF-003,the krautback,ItemType.JAFFLE,1200,lamb and pork bratwurst with house-pickled cabbage sauerkraut and mustard,f9dbf343-f205-4aab-b2bb-27d0586ca0a3
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,ff86f213-517a-4419-a4ff-5d61b074a0fe
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",ec6bdf30-c03f-4528-85c5-13c927ab3e45
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,5a22766c-aefd-43bf-ac6b-801e4d1d0f50
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,ba6c52fd-47ae-4283-8f3f-85b5ab8fc412
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,4a317e0d-39c3-493a-934d-fd65d578878b
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",4a317e0d-39c3-493a-934d-fd65d578878b
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,7054d41f-bb9b-40b6-9cdc-e6e7e1be24fd
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,321634fb-44ab-4ad6-95e2-c6f2a758515c
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,321634fb-44ab-4ad6-95e2-c6f2a758515c
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,1201f504-e90e-477c-a1b9-b5197da05e3a
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,864d83ba-7774-4194-9dd6-4cc6193b00fe
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,89709055-6a6b-44ca-9405-8a77cc370d78
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,89709055-6a6b-44ca-9405-8a77cc370d78
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,d56c477d-5e82-4d36-b8cf-4b009b37c4c6
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",cdb1aed7-a3f3-48b7-b941-b089027bf1ff
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",cdb1aed7-a3f3-48b7-b941-b089027bf1ff
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,b552cc19-f8d0-4bb9-bf39-da600d4a51be
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",ccfcf21a-b987-49e7-b2d4-6288aea69ce4
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",bb0a90c1-4de1-44af-a5af-a857e391ff3d
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",bb0a90c1-4de1-44af-a5af-a857e391ff3d
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,87f95013-6393-4421-8e56-4fa9d1a353a2
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",87f95013-6393-4421-8e56-4fa9d1a353a2
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,c33a2a1b-3eb4-4dcc-8403-ab5a9ac5746b
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,5460b671-d77e-4bb3-bd4a-f39efe517dc8
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,9f9b4efa-3249-41ab-89af-7262483587c3
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",5198a940-a8fc-4186-bd7b-113b4b214383
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,5198a940-a8fc-4186-bd7b-113b4b214383
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,6e718d55-3448-4987-8e17-0134669e7b8e
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,6e718d55-3448-4987-8e17-0134669e7b8e
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,35621feb-c4d6-421a-bd9d-969d0d6c5d9a
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,0c280fd9-f6a2-4960-ac11-ab90d5d7f541
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,0c280fd9-f6a2-4960-ac11-ab90d5d7f541
JAF-005,mel-bun,ItemType.JAFFLE,1200,"melon and minced beef bao, in a jaffle, savory and sweet",0c280fd9-f6a2-4960-ac11-ab90d5d7f541
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,cd62b104-b398-42ca-9db8-a8950e116977
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,104015b5-a43a-42c2-b059-d4e54895beb5
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",a469be83-45e2-46d2-b4df-41d85961150f
BEV-005,adele-ade,ItemType.BEVERAGE,400,"a kiwi and lime agua fresca, hello from the other side of thirst",6e71502d-1e83-401c-a464-1094cbc2ca59
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,36befa27-df9d-4cba-a6f3-ff6c08ab0600
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,36befa27-df9d-4cba-a6f3-ff6c08ab0600
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,a2c0ef0f-2b2c-4697-a5d5-eeb246c33c8e
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,88bb4cd2-9676-40cb-9104-cd452ddedcce
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,21f99d34-a7ba-40a7-bd01-0dc855c52cf6
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",21f99d34-a7ba-40a7-bd01-0dc855c52cf6
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,f1237f64-3b1a-46f0-a101-5529ee65cfaf
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,72b17fb3-7545-4583-beed-3399370bc427
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,72b17fb3-7545-4583-beed-3399370bc427
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,96785cb8-1008-4383-8c8d-000c9f147fac
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,ef0d932c-7d04-482d-b83e-8c6a542aeb16
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,ef0d932c-7d04-482d-b83e-8c6a542aeb16
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,5ab7d33b-d450-41c3-8808-77d44ddcca2e
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,5ab7d33b-d450-41c3-8808-77d44ddcca2e
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,6885e90f-948d-4958-b870-407e2182ec28
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,8faa6b78-b6e2-43d6-88e5-5c2792f32da7
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",8faa6b78-b6e2-43d6-88e5-5c2792f32da7
BEV-002,chai and mighty,ItemType.BEVERAGE,500,oatmilk chai latte with protein boost,deb620c8-f6c8-4716-8cb7-8a5c0c041b9f
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,aaff9069-ee5c-45e9-a520-026ffcf47a21
JAF-004,flame impala,ItemType.JAFFLE,1400,"pulled pork and pineapple al pastor marinated in ghost pepper sauce, kevin parker's favorite! ",aaff9069-ee5c-45e9-a520-026ffcf47a21
BEV-003,vanilla ice,ItemType.BEVERAGE,600,iced coffee with house-made french vanilla syrup,5f712b03-e861-4f22-a226-e76e7459e692
BEV-001,tangaroo,ItemType.BEVERAGE,600,mango and tangerine smoothie,8ec245c8-d95e-4e9e-8909-ebffcfb93355
JAF-002,doctor stew,ItemType.JAFFLE,1100,house-made beef stew jaffle,8ec245c8-d95e-4e9e-8909-ebffcfb93355
BEV-004,for richer or pourover ,ItemType.BEVERAGE,700,daily selection of single estate beans for a delicious hot pourover,d9128065-55fa-447f-b1e5-a10bc90339f0
JAF-001,nutellaphone who dis?,ItemType.JAFFLE,1100,nutella and banana jaffle,d9128065-55fa-447f-b1e5-a10bc90339f0
